sbscrptn_ek_id,prdct_nm
1789485,Valuetime
1789499,3G Video CALLS
1789499,Call Forward on No Reply
1789499,Freetime 100
1789499,Freetime 20
1789499,Outgoing Barring(OCB)
1789499,Super 10
1789499,Super BlackBerry 1 Year
1789499,Super Smart Light
1789499,Valuetime
1789509,3G Video CALLS
1789509,Call Forward on No Reply
1789509,Freetime 100
1789509,Freetime 20
1789509,Outgoing Barring(OCB)
1789509,Super 10
1789509,Super BlackBerry 1 Year
1789509,Super Smart Light
1789509,Valuetime
1789529,3G Video CALLS
1789529,Call Forward on No Reply
1789529,Freetime 100
1789529,Freetime 20
1789529,Outgoing Barring(OCB)
1789529,Super 10
1789529,Super BlackBerry 1 Year
1789529,Super Smart Light
1789529,Valuetime
1789531,3G Video CALLS
1789531,Call Forward on No Reply
1789531,Freetime 100
1789531,Freetime 20
1789531,Outgoing Barring(OCB)
1789531,Super 10
1789531,Super BlackBerry 1 Year
1789531,Super Smart Light
1789531,Valuetime
1789539,3G Video CALLS
1789539,Call Forward on No Reply
1789539,Freetime 100
1789539,Freetime 20
1789539,Outgoing Barring(OCB)
1789539,Super 10
1789539,Super BlackBerry 1 Year
1789539,Super Smart Light
1789539,Valuetime
1789546, Juffair
1789546,BlackBerry ABB
1789546,CLIP
1789546,Free Data 4GB
1789546,Freetime 100
1789546,GPRS Service
1789546,SimSim 
1789546,Super 10
1789546,Super Smart
1789546,Valuetime
1789546,Voicemail Box
1789567,Freetime 100
1789593,3G Video CALLS
1789593,Call Forward on No Reply
1789593,Freetime 100
1789593,Freetime 20
1789593,Outgoing Barring(OCB)
1789593,Super 10
1789593,Super BlackBerry 1 Year
1789593,Super Smart Light
1789593,Valuetime
1789603, Juffair
1789603,BlackBerry ABB
1789603,CLIP
1789603,Free Data 4GB
1789603,Freetime 100
1789603,GPRS Service
1789603,SimSim 
1789603,Super 10
1789603,Super Smart
1789603,Valuetime
1789603,Voicemail Box
1789635,3G High Speed DATA Package
1789635,3G Video CALLS
1789635,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1789635,Call Forward on No Reply
1789635,Corporate Package
1789635,Free Data 6GB
1789635,Freetime 100
1789635,Freetime 20
1789635,Line Facilities
1789635,Outgoing Barring(OCB)
1789635,Super 10
1789635,Super BlackBerry 1 Year
1789635,Super Smart
1789635,Super Smart Light
1789635,Valuetime
1789643,3G Video CALLS
1789643,Call Forward on No Reply
1789643,Freetime 100
1789643,Freetime 20
1789643,Outgoing Barring(OCB)
1789643,Super 10
1789643,Super BlackBerry 1 Year
1789643,Super Smart Light
1789643,Valuetime
1789703,3G Video CALLS
1789703,Call Forward on No Reply
1789703,Freetime 100
1789703,Freetime 20
1789703,Outgoing Barring(OCB)
1789703,Super 10
1789703,Super BlackBerry 1 Year
1789703,Super Smart Light
1789703,Valuetime
1789719,3G Video CALLS
1789719,Call Forward on No Reply
1789719,Freetime 100
1789719,Freetime 20
1789719,Outgoing Barring(OCB)
1789719,Super 10
1789719,Super BlackBerry 1 Year
1789719,Super Smart Light
1789719,Valuetime
1789724,3G Video CALLS
1789724,Call Forward on No Reply
1789724,Freetime 100
1789724,Freetime 20
1789724,Outgoing Barring(OCB)
1789724,Super 10
1789724,Super BlackBerry 1 Year
1789724,Super Smart Light
1789724,Valuetime
1789728, Juffair
1789728,BlackBerry ABB
1789728,CLIP
1789728,Free Data 4GB
1789728,Freetime 100
1789728,GPRS Service
1789728,SimSim 
1789728,Super 10
1789728,Super Smart
1789728,Valuetime
1789728,Voicemail Box
1789741, Juffair
1789741,BlackBerry ABB
1789741,CLIP
1789741,Free Data 4GB
1789741,Freetime 100
1789741,GPRS Service
1789741,SimSim 
1789741,Super 10
1789741,Super Smart
1789741,Valuetime
1789741,Voicemail Box
1789771,3G Video CALLS
1789771,Call Forward on No Reply
1789771,Freetime 100
1789771,Freetime 20
1789771,Outgoing Barring(OCB)
1789771,Super 10
1789771,Super BlackBerry 1 Year
1789771,Super Smart Light
1789771,Valuetime
1789780,3G High Speed DATA Package
1789780,3G Video CALLS
1789780,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1789780,Call Forward on No Reply
1789780,Corporate Package
1789780,Free Data 6GB
1789780,Freetime 100
1789780,Freetime 20
1789780,Line Facilities
1789780,Outgoing Barring(OCB)
1789780,Super 10
1789780,Super BlackBerry 1 Year
1789780,Super Smart
1789780,Super Smart Light
1789780,Valuetime
1789791,3G Video CALLS
1789791,Call Forward on No Reply
1789791,Freetime 100
1789791,Freetime 20
1789791,Outgoing Barring(OCB)
1789791,Super 10
1789791,Super BlackBerry 10 LTE
1789791,Super Smart Light
1789791,Valuetime
1789795,3G Video CALLS
1789795,Call Forward on No Reply
1789795,Freetime 100
1789795,Freetime 20
1789795,Outgoing Barring(OCB)
1789795,Super 10
1789795,Super BlackBerry 10 LTE
1789795,Super Smart Light
1789795,Valuetime
1789826,3G Video CALLS
1789826,Call Forward on No Reply
1789826,Freetime 100
1789826,Freetime 20
1789826,Outgoing Barring(OCB)
1789826,Super 10
1789826,Super BlackBerry 10 LTE
1789826,Super Smart Light
1789826,Valuetime
1789847,Freetime 100
1789860,3G Video CALLS
1789860,Call Forward on No Reply
1789860,Freetime 100
1789860,Freetime 20
1789860,Outgoing Barring(OCB)
1789860,Super 10
1789860,Super BlackBerry 10 LTE
1789860,Super Smart Light
1789860,Valuetime
1789867,3G High Speed DATA Package
1789867,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1789867,Corporate Package
1789867,Free Data 6GB
1789867,Freetime 20
1789867,Line Facilities
1789867,Super 10
1789867,Super Smart
1789867,Valuetime
1789900,3G Video CALLS
1789900,Call Forward on No Reply
1789900,Freetime 100
1789900,Freetime 20
1789900,Outgoing Barring(OCB)
1789900,Super 10
1789900,Super BlackBerry 10 LTE
1789900,Super Smart Light
1789900,Valuetime
1789901,3G High Speed DATA Package
1789901,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1789901,Corporate Package
1789901,Free Data 6GB
1789901,Freetime 20
1789901,Line Facilities
1789901,Super 10
1789901,Super Smart
1789901,Valuetime
1789920, Juffair
1789920,BlackBerry ABB
1789920,CLIP
1789920,Free Data 4GB
1789920,Freetime 100
1789920,GPRS Service
1789920,SimSim 
1789920,Super 10
1789920,Super Smart
1789920,Valuetime
1789920,Voicemail Box
1789929,3G High Speed DATA Package
1789929,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1789929,Corporate Package
1789929,Free Data 6GB
1789929,Freetime 20
1789929,Line Facilities
1789929,Super 10
1789929,Super Smart
1789929,Valuetime
1789943,3G Video CALLS
1789943,Call Forward on No Reply
1789943,Freetime 100
1789943,Freetime 20
1789943,Outgoing Barring(OCB)
1789943,Super 10
1789943,Super BlackBerry 10 LTE
1789943,Super Smart Light
1789943,Valuetime
1789969, Juffair
1789969,BlackBerry ABB
1789969,CLIP
1789969,Free Data 4GB
1789969,Freetime 100
1789969,GPRS Service
1789969,SimSim 
1789969,Super 10
1789969,Super Smart
1789969,Valuetime
1789969,Voicemail Box
1789989,3G Video CALLS
1789989,Call Forward on No Reply
1789989,Freetime 100
1789989,Freetime 20
1789989,Outgoing Barring(OCB)
1789989,Super 10
1789989,Super BlackBerry 10 LTE
1789989,Super Smart Light
1789989,Valuetime
1790012, Juffair
1790012,BlackBerry ABB
1790012,CLIP
1790012,Free Data 4GB
1790012,Freetime 100
1790012,GPRS Service
1790012,SimSim 
1790012,Super 10
1790012,Super Smart
1790012,Valuetime
1790012,Voicemail Box
1790013,3G Video CALLS
1790013,Call Forward on No Reply
1790013,Freetime 100
1790013,Freetime 20
1790013,Outgoing Barring(OCB)
1790013,Super 10
1790013,Super BlackBerry 10 LTE
1790013,Super Smart Light
1790013,Valuetime
1790030,3G Video CALLS
1790030,Call Forward on No Reply
1790030,Freetime 100
1790030,Freetime 20
1790030,Outgoing Barring(OCB)
1790030,Super 10
1790030,Super BlackBerry 10 LTE
1790030,Super Smart Light
1790030,Valuetime
1790039,3G High Speed DATA Package
1790039,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790039,Corporate Package
1790039,Free Data 6GB
1790039,Freetime 20
1790039,Line Facilities
1790039,Super 10
1790039,Super Smart
1790039,Valuetime
1790047,3G Video CALLS
1790047,Call Forward on No Reply
1790047,Freetime 100
1790047,Freetime 20
1790047,Outgoing Barring(OCB)
1790047,Super 10
1790047,Super BlackBerry 10 LTE
1790047,Super Smart Light
1790047,Valuetime
1790048, Juffair
1790048,BlackBerry ABB
1790048,CLIP
1790048,Free Data 4GB
1790048,Freetime 100
1790048,GPRS Service
1790048,SimSim 
1790048,Super 10
1790048,Super Smart
1790048,Valuetime
1790048,Voicemail Box
1790065, Juffair
1790065,BlackBerry ABB
1790065,CLIP
1790065,Free Data 4GB
1790065,Freetime 100
1790065,GPRS Service
1790065,SimSim 
1790065,Super 10
1790065,Super Smart
1790065,Valuetime
1790065,Voicemail Box
1790083, Juffair
1790083,BlackBerry ABB
1790083,CLIP
1790083,Free Data 4GB
1790083,Freetime 100
1790083,GPRS Service
1790083,SimSim 
1790083,Super 10
1790083,Super Smart
1790083,Valuetime
1790083,Voicemail Box
1790087,3G Video CALLS
1790087,Call Forward on No Reply
1790087,Freetime 100
1790087,Freetime 20
1790087,Outgoing Barring(OCB)
1790087,Super 10
1790087,Super BlackBerry 10 LTE
1790087,Super Smart Light
1790087,Valuetime
1790132,3G High Speed DATA Package
1790132,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790132,Corporate Package
1790132,Free Data 6GB
1790132,Freetime 20
1790132,Line Facilities
1790132,Super 10
1790132,Super Smart
1790132,Valuetime
1790141, Juffair
1790141,BlackBerry ABB
1790141,CLIP
1790141,Free Data 4GB
1790141,Freetime 100
1790141,GPRS Service
1790141,SimSim 
1790141,Super 10
1790141,Super Smart
1790141,Valuetime
1790141,Voicemail Box
1790175,3G Video CALLS
1790175,Call Forward on No Reply
1790175,Freetime 100
1790175,Freetime 20
1790175,Outgoing Barring(OCB)
1790175,Super 10
1790175,Super BlackBerry 10 LTE
1790175,Super Smart Light
1790175,Valuetime
1790209,3G High Speed DATA Package
1790209,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790209,Corporate Package
1790209,Free Data 6GB
1790209,Freetime 20
1790209,Line Facilities
1790209,Super 10
1790209,Super Smart
1790209,Valuetime
1790223,3G High Speed DATA Package
1790223,3G Video CALLS
1790223,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790223,Call Forward on No Reply
1790223,Corporate Package
1790223,Free Data 6GB
1790223,Freetime 100
1790223,Freetime 20
1790223,Line Facilities
1790223,Outgoing Barring(OCB)
1790223,Super 10
1790223,Super BlackBerry 10 LTE
1790223,Super Smart
1790223,Super Smart Light
1790223,Valuetime
1790231,3G Video CALLS
1790231,Call Forward on No Reply
1790231,Freetime 100
1790231,Freetime 20
1790231,Outgoing Barring(OCB)
1790231,Super 10
1790231,Super BlackBerry 10 LTE
1790231,Super Smart Light
1790231,Valuetime
1790235, Juffair
1790235,BlackBerry ABB
1790235,CLIP
1790235,Free Data 4GB
1790235,Freetime 100
1790235,GPRS Service
1790235,SimSim 
1790235,Super 10
1790235,Super Smart
1790235,Valuetime
1790235,Voicemail Box
1790241,3G Video CALLS
1790241,Call Forward on No Reply
1790241,Freetime 100
1790241,Freetime 20
1790241,Outgoing Barring(OCB)
1790241,Super 10
1790241,Super BlackBerry 10 LTE
1790241,Super Smart Light
1790241,Valuetime
1790254,3G High Speed DATA Package
1790254,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790254,Corporate Package
1790254,Free Data 6GB
1790254,Freetime 20
1790254,Line Facilities
1790254,Super 10
1790254,Super Smart
1790254,Valuetime
1790262,3G High Speed DATA Package
1790262,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790262,Corporate Package
1790262,Free Data 6GB
1790262,Freetime 20
1790262,Line Facilities
1790262,Super 10
1790262,Super Smart
1790262,Valuetime
1790283,3G Video CALLS
1790283,Call Forward on No Reply
1790283,Freetime 100
1790283,Freetime 20
1790283,Outgoing Barring(OCB)
1790283,Super 10
1790283,Super BlackBerry 10 LTE
1790283,Super Smart Light
1790283,Valuetime
1790291,3G Video CALLS
1790291,Call Forward on No Reply
1790291,Freetime 100
1790291,Freetime 20
1790291,Outgoing Barring(OCB)
1790291,Super 10
1790291,Super BlackBerry 10 LTE
1790291,Super Smart Light
1790291,Valuetime
1790295,3G High Speed DATA Package
1790295,3G Video CALLS
1790295,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790295,Call Forward on No Reply
1790295,Corporate Package
1790295,Free Data 6GB
1790295,Freetime 100
1790295,Freetime 20
1790295,Line Facilities
1790295,Outgoing Barring(OCB)
1790295,Super 10
1790295,Super BlackBerry 10 LTE
1790295,Super Smart
1790295,Super Smart Light
1790295,Valuetime
1790296,3G Video CALLS
1790296,Call Forward on No Reply
1790296,Freetime 100
1790296,Freetime 20
1790296,Outgoing Barring(OCB)
1790296,Super 10
1790296,Super BlackBerry 10 LTE
1790296,Super Smart Light
1790296,Valuetime
1790310,3G Video CALLS
1790310,Call Forward on No Reply
1790310,Freetime 100
1790310,Freetime 20
1790310,Outgoing Barring(OCB)
1790310,Super 10
1790310,Super BlackBerry 10 LTE
1790310,Super Smart Light
1790310,Valuetime
1790326, Juffair
1790326,BlackBerry ABB
1790326,CLIP
1790326,Free Data 4GB
1790326,Freetime 100
1790326,GPRS Service
1790326,SimSim 
1790326,Super 10
1790326,Super Smart
1790326,Valuetime
1790326,Voicemail Box
1790348, Juffair
1790348,3G Video CALLS
1790348,BlackBerry ABB
1790348,Call Forward on No Reply
1790348,CLIP
1790348,Free Data 4GB
1790348,Freetime 100
1790348,Freetime 20
1790348,GPRS Service
1790348,Outgoing Barring(OCB)
1790348,SimSim 
1790348,Super 10
1790348,Super BlackBerry 10 LTE
1790348,Super Smart
1790348,Super Smart Light
1790348,Valuetime
1790348,Voicemail Box
1790349,3G High Speed DATA Package
1790349,3G Video CALLS
1790349,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790349,Call Forward on No Reply
1790349,Corporate Package
1790349,Free Data 6GB
1790349,Freetime 100
1790349,Freetime 20
1790349,Line Facilities
1790349,Outgoing Barring(OCB)
1790349,Super 10
1790349,Super BlackBerry 10 LTE
1790349,Super Smart
1790349,Super Smart Light
1790349,Valuetime
1790379,3G High Speed DATA Package
1790379,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790379,Corporate Package
1790379,Free Data 6GB
1790379,Freetime 20
1790379,Line Facilities
1790379,Super 10
1790379,Super Smart
1790379,Valuetime
1790393,3G High Speed DATA Package
1790393,Business Speednet Flat Rate Dynamic IP 1MB/512 6M
1790393,Corporate Package
1790393,Free Data 6GB
1790393,Freetime 20
1790393,Line Facilities
1790393,Super 10
1790393,Super Smart
1790393,Valuetime
1790412,3G Video CALLS
1790412,Call Forward on No Reply
1790412,Freetime 100
1790412,Freetime 20
1790412,Outgoing Barring(OCB)
1790412,Super 10
1790412,Super BlackBerry 10 LTE
1790412,Super Smart Light
1790412,Valuetime
1790414,3G High Speed DATA Package
1790414,3G Video CALLS
1790414,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790414,Call Forward on No Reply
1790414,Corporate Package
1790414,Free Data 6GB
1790414,Freetime 100
1790414,Freetime 20
1790414,Line Facilities
1790414,Outgoing Barring(OCB)
1790414,Super 10
1790414,Super BlackBerry 10 LTE
1790414,Super Smart
1790414,Super Smart Light
1790414,Valuetime
1790418, Juffair
1790418,3G High Speed DATA Package
1790418,BlackBerry ABB
1790418,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790418,CLIP
1790418,Corporate Package
1790418,Free Data 4GB
1790418,Free Data 6GB
1790418,Freetime 100
1790418,Freetime 20
1790418,GPRS Service
1790418,Line Facilities
1790418,SimSim 
1790418,Super 10
1790418,Super Smart
1790418,Valuetime
1790418,Voicemail Box
1790457,3G High Speed DATA Package
1790457,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790457,Corporate Package
1790457,Free Data 6GB
1790457,Freetime 20
1790457,Line Facilities
1790457,Super 10
1790457,Super Smart
1790457,Valuetime
1790459,3G High Speed DATA Package
1790459,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790459,Corporate Package
1790459,Free Data 6GB
1790459,Freetime 20
1790459,Line Facilities
1790459,Super 10
1790459,Super Smart
1790459,Valuetime
1790473,3G Video CALLS
1790473,Call Forward on No Reply
1790473,Freetime 100
1790473,Freetime 20
1790473,Outgoing Barring(OCB)
1790473,Super 10
1790473,Super BlackBerry 10 LTE
1790473,Super Smart Light
1790473,Valuetime
1790485,3G Video CALLS
1790485,Call Forward on No Reply
1790485,Freetime 100
1790485,Freetime 20
1790485,Outgoing Barring(OCB)
1790485,Super 10
1790485,Super BlackBerry 10 LTE
1790485,Super Smart Light
1790485,Valuetime
1790491,3G High Speed DATA Package
1790491,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790491,Corporate Package
1790491,Free Data 6GB
1790491,Freetime 20
1790491,Line Facilities
1790491,Super 10
1790491,Super Smart
1790491,Valuetime
1790528, Juffair
1790528,3G Video CALLS
1790528,BlackBerry ABB
1790528,Call Forward on No Reply
1790528,CLIP
1790528,Free Data 4GB
1790528,Freetime 100
1790528,Freetime 20
1790528,GPRS Service
1790528,Outgoing Barring(OCB)
1790528,SimSim 
1790528,Super 10
1790528,Super BlackBerry 10 LTE
1790528,Super Smart
1790528,Super Smart Light
1790528,Valuetime
1790528,Voicemail Box
1790558,3G Video CALLS
1790558,Call Forward on No Reply
1790558,Freetime 100
1790558,Freetime 20
1790558,Outgoing Barring(OCB)
1790558,Super 10
1790558,Super BlackBerry 10 LTE
1790558,Super Smart Light
1790558,Valuetime
1790566,3G High Speed DATA Package
1790566,3G Video CALLS
1790566,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790566,Call Forward on No Reply
1790566,Corporate Package
1790566,Free Data 6GB
1790566,Freetime 100
1790566,Freetime 20
1790566,Line Facilities
1790566,Outgoing Barring(OCB)
1790566,Super 10
1790566,Super BlackBerry 10 LTE
1790566,Super Smart
1790566,Super Smart Light
1790566,Valuetime
1790575,3G Video CALLS
1790575,Call Forward on No Reply
1790575,Freetime 100
1790575,Freetime 20
1790575,Outgoing Barring(OCB)
1790575,Super 10
1790575,Super BlackBerry 10 LTE
1790575,Super Smart Light
1790575,Valuetime
1790590,Freetime 100
1790621,3G High Speed DATA Package
1790621,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790621,Corporate Package
1790621,Free Data 6GB
1790621,Freetime 20
1790621,Line Facilities
1790621,Super 10
1790621,Super Smart
1790621,Valuetime
1790639,3G High Speed DATA Package
1790639,Business Speednet Flat Rate Dynamic IP 2MB/1M 1M
1790639,Corporate Package
1790639,Free Data 6GB
1790639,Freetime 20
1790639,Line Facilities
1790639,Super 10
1790639,Super Smart
1790639,Valuetime
1790653,3G Video CALLS
1790653,Call Forward on No Reply
1790653,Freetime 100
1790653,Freetime 20
1790653,Outgoing Barring(OCB)
1790653,Super 10
1790653,Super BlackBerry 10 LTE
1790653,Super Smart Light
1790653,Valuetime
1790682,3G Video CALLS
1790682,Call Forward on No Reply
1790682,Freetime 100
1790682,Freetime 20
1790682,Outgoing Barring(OCB)
1790682,Super 10
1790682,Super BlackBerry 10 LTE
1790682,Super Smart Light
1790682,Valuetime
1790702,3G Video CALLS
1790702,Call Forward on No Reply
1790702,Freetime 100
1790702,Freetime 20
1790702,Outgoing Barring(OCB)
1790702,Super 10
1790702,Super BlackBerry 10 LTE
1790702,Super Smart Light
1790702,Valuetime
1790716,3G High Speed DATA Package
1790716,3G Video CALLS
1790716,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1790716,Call Forward on No Reply
1790716,Corporate Package
1790716,Free Data 6GB
1790716,Freetime 100
1790716,Freetime 20
1790716,Line Facilities
1790716,Outgoing Barring(OCB)
1790716,Super 10
1790716,Super BlackBerry 10 LTE
1790716,Super Smart
1790716,Super Smart Light
1790716,Valuetime
1790721,3G High Speed DATA Package
1790721,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1790721,Corporate Package
1790721,Free Data 6GB
1790721,Freetime 20
1790721,Line Facilities
1790721,Super 10
1790721,Super Smart
1790721,Valuetime
1790723,3G High Speed DATA Package
1790723,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1790723,Corporate Package
1790723,Free Data 6GB
1790723,Freetime 20
1790723,Line Facilities
1790723,Super 10
1790723,Super Smart
1790723,Valuetime
1790727,3G Video CALLS
1790727,Call Forward on No Reply
1790727,Freetime 100
1790727,Freetime 20
1790727,Outgoing Barring(OCB)
1790727,Super 10
1790727,Super BlackBerry 10 LTE
1790727,Super Smart Light
1790727,Valuetime
1790736, Juffair
1790736,BlackBerry ABB
1790736,CLIP
1790736,Free Data 4GB
1790736,Freetime 100
1790736,GPRS Service
1790736,SimSim 
1790736,Super 10
1790736,Super Smart
1790736,Valuetime
1790736,Voicemail Box
1790774,3G Video CALLS
1790774,Call Forward on No Reply
1790774,Freetime 100
1790774,Freetime 20
1790774,Outgoing Barring(OCB)
1790774,Super 10
1790774,Super BlackBerry 10 LTE
1790774,Super Smart Light
1790774,Valuetime
1790809,3G Video CALLS
1790809,Call Forward on No Reply
1790809,Freetime 100
1790809,Freetime 20
1790809,Outgoing Barring(OCB)
1790809,Super 10
1790809,Super BlackBerry 10 LTE
1790809,Super Smart Light
1790809,Valuetime
1790818,3G Video CALLS
1790818,Call Forward on No Reply
1790818,Freetime 100
1790818,Freetime 20
1790818,Outgoing Barring(OCB)
1790818,Super 10
1790818,Super BlackBerry 10 LTE
1790818,Super Smart Light
1790818,Valuetime
1790849,Freetime 100
1790861,3G High Speed DATA Package
1790861,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1790861,Corporate Package
1790861,Free Data 6GB
1790861,Freetime 20
1790861,Line Facilities
1790861,Super 10
1790861,Super Smart
1790861,Valuetime
1790862, Juffair
1790862,3G High Speed DATA Package
1790862,3G Video CALLS
1790862,BlackBerry ABB
1790862,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1790862,Call Forward on No Reply
1790862,CLIP
1790862,CPE DataCom
1790862,Free Data 4GB
1790862,Free Data 6GB
1790862,Freetime 100
1790862,Freetime 20
1790862,GPRS Service
1790862,Line Facilities
1790862,Outgoing Barring(OCB)
1790862,SimSim 
1790862,Super 10
1790862,Super BlackBerry 10 LTE
1790862,Super Smart
1790862,Super Smart Light
1790862,Valuetime
1790862,Voicemail Box
1790926,3G High Speed DATA Package
1790926,3G Video CALLS
1790926,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1790926,Call Forward on No Reply
1790926,CPE DataCom
1790926,Free Data 6GB
1790926,Freetime 100
1790926,Freetime 20
1790926,Line Facilities
1790926,Outgoing Barring(OCB)
1790926,Super 10
1790926,Super BlackBerry 10 LTE
1790926,Super Smart
1790926,Super Smart Light
1790926,Valuetime
1790954,3G Video CALLS
1790954,Call Forward on No Reply
1790954,Freetime 100
1790954,Freetime 20
1790954,Outgoing Barring(OCB)
1790954,Super 10
1790954,Super BlackBerry 10 LTE
1790954,Super Smart Light
1790954,Valuetime
1790972, Juffair
1790972,3G Video CALLS
1790972,BlackBerry ABB
1790972,Call Forward on No Reply
1790972,CLIP
1790972,Free Data 4GB
1790972,Freetime 100
1790972,Freetime 20
1790972,GPRS Service
1790972,Outgoing Barring(OCB)
1790972,SimSim 
1790972,Super 10
1790972,Super BlackBerry 10 LTE
1790972,Super Smart
1790972,Super Smart Light
1790972,Valuetime
1790972,Voicemail Box
1791128,3G Video CALLS
1791128,Call Forward on No Reply
1791128,Freetime 100
1791128,Freetime 20
1791128,Outgoing Barring(OCB)
1791128,Super 10
1791128,Super BlackBerry 10 LTE
1791128,Super Smart Light
1791128,Valuetime
1791170,3G High Speed DATA Package
1791170,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791170,CPE DataCom
1791170,Free Data 6GB
1791170,Freetime 20
1791170,Line Facilities
1791170,Super 10
1791170,Super Smart
1791170,Valuetime
1791178,3G Video CALLS
1791178,Call Forward on No Reply
1791178,Freetime 100
1791178,Freetime 20
1791178,Outgoing Barring(OCB)
1791178,Super 10
1791178,Super BlackBerry 10 LTE
1791178,Super Smart Light
1791178,Valuetime
1791237, Juffair
1791237,BlackBerry ABB
1791237,CLIP
1791237,Free Data 4GB
1791237,Freetime 100
1791237,GPRS Service
1791237,SimSim 
1791237,Super 10
1791237,Super Smart
1791237,Valuetime
1791237,Voicemail Box
1791249,3G High Speed DATA Package
1791249,3G Video CALLS
1791249,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791249,Call Forward on No Reply
1791249,CPE DataCom
1791249,Free Data 6GB
1791249,Freetime 100
1791249,Freetime 20
1791249,Line Facilities
1791249,Outgoing Barring(OCB)
1791249,Super 10
1791249,Super BlackBerry 10 LTE
1791249,Super Smart
1791249,Super Smart Light
1791249,Valuetime
1791265, Juffair
1791265,3G High Speed DATA Package
1791265,BlackBerry ABB
1791265,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791265,CLIP
1791265,CPE DataCom
1791265,Free Data 4GB
1791265,Free Data 6GB
1791265,Freetime 100
1791265,Freetime 20
1791265,GPRS Service
1791265,Line Facilities
1791265,SimSim 
1791265,Super 10
1791265,Super Smart
1791265,Valuetime
1791265,Voicemail Box
1791272, Juffair
1791272,BlackBerry ABB
1791272,CLIP
1791272,Free Data 4GB
1791272,Freetime 100
1791272,GPRS Service
1791272,SimSim 
1791272,Super 10
1791272,Super Smart
1791272,Valuetime
1791272,Voicemail Box
1791277,3G High Speed DATA Package
1791277,3G Video CALLS
1791277,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791277,Call Forward on No Reply
1791277,CPE DataCom
1791277,Free Data 6GB
1791277,Freetime 100
1791277,Freetime 20
1791277,Line Facilities
1791277,Outgoing Barring(OCB)
1791277,Super 10
1791277,Super BlackBerry 10 LTE
1791277,Super Smart
1791277,Super Smart Light
1791277,Valuetime
1791278,3G Video CALLS
1791278,Call Forward on No Reply
1791278,Freetime 100
1791278,Freetime 20
1791278,Outgoing Barring(OCB)
1791278,Super 10
1791278,Super BlackBerry 10 LTE
1791278,Super Smart Light
1791278,Valuetime
1791290,3G High Speed DATA Package
1791290,3G Video CALLS
1791290,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791290,Call Forward on No Reply
1791290,CPE DataCom
1791290,Free Data 6GB
1791290,Freetime 100
1791290,Freetime 20
1791290,Line Facilities
1791290,Outgoing Barring(OCB)
1791290,Super 10
1791290,Super BlackBerry 10 LTE
1791290,Super Smart
1791290,Super Smart Light
1791290,Valuetime
1791293,3G High Speed DATA Package
1791293,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791293,CPE DataCom
1791293,Free Data 6GB
1791293,Freetime 20
1791293,Line Facilities
1791293,Super 10
1791293,Super Smart
1791293,Valuetime
1791294,3G High Speed DATA Package
1791294,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791294,CPE DataCom
1791294,Free Data 6GB
1791294,Freetime 20
1791294,Line Facilities
1791294,Super 10
1791294,Super Smart
1791294,Valuetime
1791306,3G High Speed DATA Package
1791306,Business Speednet Flat Rate Dynamic IP 2MB/1M 6M
1791306,CPE DataCom
1791306,Free Data 6GB
1791306,Freetime 20
1791306,Line Facilities
1791306,Super 10
1791306,Super Smart
1791306,Valuetime
1791311,3G Video CALLS
1791311,Call Forward on No Reply
1791311,Freetime 100
1791311,Freetime 20
1791311,Outgoing Barring(OCB)
1791311,Super 10
1791311,Super BlackBerry 10 LTE
