sbscrptn_ek_id,prdct_nm
1861823,Valuetime
1861838, Juffair
1861838,BlackBerry ABB2
1861838,Corporate Package
1861838,Free Data 4GB(OLD 2GB)
1861838,Freetime 100
1861838,ISDN Basic Rate Business
1861838,SimSim with GPRS
1861838,Super 10
1861838,Super Smart
1861838,Valuetime
1861840,Free Stardial Facilities
1861843,Batelco Bolt On Monthly Fees
1861843,Call Waiting
1861843,Ex-Directory Number
1861843,Freetime 100
1861843,GPRS Service
1861843,PBX Pilot Line
1861843,Super 10
1861843,Super Smart
1861843,Super Zero
1861843,Valuetime 300
1861854,Batelco Bolt On Monthly Fees
1861854,Call Waiting
1861854,Ex-Directory Number
1861854,Freetime 100
1861854,GPRS Service
1861854,PBX Pilot Line
1861854,Super 10
1861854,Super Smart
1861854,Super Zero
1861854,Valuetime 300
1861864,Batelco Bolt On Monthly Fees
1861864,Call Waiting
1861864,Ex-Directory Number
1861864,Free Stardial Facilities
1861864,Freetime 100
1861864,GPRS Service
1861864,PBX Pilot Line
1861864,Super 10
1861864,Super Smart
1861864,Super Zero
1861864,Valuetime 300
1861866,Batelco Bolt On Monthly Fees
1861866,Call Waiting
1861866,Ex-Directory Number
1861866,Freetime 100
1861866,GPRS Service
1861866,PBX Pilot Line
1861866,Super 10
1861866,Super Smart
1861866,Super Zero
1861866,Valuetime 300
1861877, Juffair
1861877,Batelco Bolt On Monthly Fees
1861877,BlackBerry ABB2
1861877,Call Waiting
1861877,Corporate Package
1861877,Ex-Directory Number
1861877,Free Data 4GB(OLD 2GB)
1861877,Freetime 100
1861877,GPRS Service
1861877,ISDN Basic Rate Business
1861877,PBX Pilot Line
1861877,SimSim with GPRS
1861877,Super 10
1861877,Super Smart
1861877,Super Zero
1861877,Valuetime
1861877,Valuetime 300
1861880,Batelco Bolt On Monthly Fees
1861880,Call Waiting
1861880,Ex-Directory Number
1861880,Freetime 100
1861880,GPRS Service
1861880,PBX Pilot Line
1861880,Super 10
1861880,Super Smart
1861880,Super Zero
1861880,Valuetime 300
1861893, Salmabad
1861893,Business eFax Line
1861893,Corporate Package
1861893,Free Data 6GB
1861893,Free Stardial Facilities
1861893,Freetime 20
1861893,ISDN-Primary Rate
1861893,Students Mobile Package
1861893,Super 10
1861893,Super Smart
1861893,Valuetime
1861899,Batelco Bolt On Monthly Fees
1861899,Call Waiting
1861899,Ex-Directory Number
1861899,Freetime 100
1861899,GPRS Service
1861899,PBX Pilot Line
1861899,Super 10
1861899,Super Smart
1861899,Super Zero
1861899,Valuetime 300
1861906, Juffair
1861906,BlackBerry ABB2
1861906,Corporate Package
1861906,Free Data 4GB(OLD 2GB)
1861906,Freetime 100
1861906,ISDN Basic Rate Business
1861906,SimSim with GPRS
1861906,Super 10
1861906,Super Smart
1861906,Valuetime
1861909,Free Stardial Facilities
1861925,Batelco Bolt On Monthly Fees
1861925,Call Waiting
1861925,Ex-Directory Number
1861925,Freetime 100
1861925,GPRS Service
1861925,PBX Pilot Line
1861925,Super 10
1861925,Super Smart
1861925,Super Zero
1861925,Valuetime 300
1861929,Batelco Bolt On Monthly Fees
1861929,Call Waiting
1861929,Ex-Directory Number
1861929,Freetime 100
1861929,GPRS Service
1861929,PBX Pilot Line
1861929,Super 10
1861929,Super Smart
1861929,Super Zero
1861929,Valuetime 300
1861931,Batelco Bolt On Monthly Fees
1861931,Call Waiting
1861931,Ex-Directory Number
1861931,Freetime 100
1861931,GPRS Service
1861931,PBX Pilot Line
1861931,Super 10
1861931,Super Smart
1861931,Super Zero
1861931,Valuetime 300
1861933,Batelco Bolt On Monthly Fees
1861933,Call Waiting
1861933,Ex-Directory Number
1861933,Freetime 100
1861933,GPRS Service
1861933,PBX Pilot Line
1861933,Super 10
1861933,Super Smart
1861933,Super Zero
1861933,Valuetime 300
1861935,Batelco Bolt On Monthly Fees
1861935,Call Waiting
1861935,Ex-Directory Number
1861935,Freetime 100
1861935,GPRS Service
1861935,PBX Pilot Line
1861935,Super 10
1861935,Super Smart
1861935,Super Zero
1861935,Valuetime 300
1861938,Free Stardial Facilities
1861946,Batelco Bolt On Monthly Fees
1861946,Call Waiting
1861946,Ex-Directory Number
1861946,Free Stardial Facilities
1861946,Freetime 100
1861946,GPRS Service
1861946,PBX Pilot Line
1861946,Super 10
1861946,Super Smart
1861946,Super Zero
1861946,Valuetime 300
1861949,Batelco Bolt On Monthly Fees
1861949,Call Waiting
1861949,Ex-Directory Number
1861949,Freetime 100
1861949,GPRS Service
1861949,PBX Pilot Line
1861949,Super 10
1861949,Super Smart
1861949,Super Zero
1861949,Valuetime 300
1861951,Freetime 100
1861957, Juffair
1861957,BlackBerry ABB2
1861957,Corporate Package
1861957,Free Data 4GB(OLD 2GB)
1861957,Freetime 100
1861957,ISDN Basic Rate Business
1861957,SimSim with GPRS
1861957,Super 10
1861957,Super Smart
1861957,Valuetime
1861964,Batelco Bolt On Monthly Fees
1861964,Call Waiting
1861964,Ex-Directory Number
1861964,Freetime 100
1861964,GPRS Service
1861964,PBX Pilot Line
1861964,Super 10
1861964,Super Smart
1861964,Super Zero
1861964,Valuetime 300
1861968,Free Stardial Facilities
1861971,Batelco Bolt On Monthly Fees
1861971,Call Waiting
1861971,Ex-Directory Number
1861971,Free Stardial Facilities
1861971,Freetime 100
1861971,GPRS Service
1861971,PBX Pilot Line
1861971,Super 10
1861971,Super Smart
1861971,Super Zero
1861971,Valuetime 300
1861974,Batelco Bolt On Monthly Fees
1861974,Call Waiting
1861974,Ex-Directory Number
1861974,Freetime 100
1861974,GPRS Service
1861974,PBX Pilot Line
1861974,Super 10
1861974,Super Smart
1861974,Super Zero
1861974,Valuetime 300
1861999,Batelco Bolt On Monthly Fees
1861999,Call Waiting
1861999,Ex-Directory Number
1861999,Free Stardial Facilities
1861999,Freetime 100
1861999,GPRS Service
1861999,PBX Pilot Line
1861999,Super 10
1861999,Super Smart
1861999,Super Zero
1861999,Valuetime 300
1862007,Batelco Bolt On Monthly Fees
1862007,Call Waiting
1862007,Ex-Directory Number
1862007,Freetime 100
1862007,GPRS Service
1862007,PBX Pilot Line
1862007,Super 10
1862007,Super Smart
1862007,Super Zero
1862007,Valuetime 300
1862009,Batelco Bolt On Monthly Fees
1862009,Call Waiting
1862009,Ex-Directory Number
1862009,Freetime 100
1862009,GPRS Service
1862009,PBX Pilot Line
1862009,Super 10
1862009,Super Smart
1862009,Super Zero
1862009,Valuetime 300
1862018, Juffair
1862018,Batelco Bolt On Monthly Fees
1862018,BlackBerry ABB2
1862018,Call Waiting
1862018,Corporate Package
1862018,Ex-Directory Number
1862018,Free Data 4GB(OLD 2GB)
1862018,Freetime 100
1862018,GPRS Service
1862018,ISDN Basic Rate Business
1862018,PBX Pilot Line
1862018,SimSim with GPRS
1862018,Super 10
1862018,Super Smart
1862018,Super Zero
1862018,Valuetime
1862018,Valuetime 300
1862022,Free Stardial Facilities
1862025,Batelco Bolt On Monthly Fees
1862025,Call Waiting
1862025,Ex-Directory Number
1862025,Freetime 100
1862025,GPRS Service
1862025,PBX Pilot Line
1862025,Super 10
1862025,Super Smart
1862025,Super Zero
1862025,Valuetime 300
1862033,Batelco Bolt On Monthly Fees
1862033,Call Waiting
1862033,Ex-Directory Number
1862033,Free Stardial Facilities
1862033,Freetime 100
1862033,GPRS Service
1862033,PBX Pilot Line
1862033,Super 10
1862033,Super Smart
1862033,Super Zero
1862033,Valuetime 300
1862043,Free Stardial Facilities
1862049,Batelco Bolt On Monthly Fees
1862049,Call Waiting
1862049,Ex-Directory Number
1862049,Freetime 100
1862049,GPRS Service
1862049,PBX Pilot Line
1862049,Super 10
1862049,Super Smart
1862049,Super Zero
1862049,Valuetime 300
1862059, Juffair
1862059,BlackBerry ABB2
1862059,Corporate Package
1862059,Free Data 4GB(OLD 2GB)
1862059,Free Stardial Facilities
1862059,Freetime 100
1862059,ISDN Basic Rate Business
1862059,SimSim with GPRS
1862059,Super 10
1862059,Super Smart
1862059,Valuetime
1862063,Free Stardial Facilities
1862065,Batelco Bolt On Monthly Fees
1862065,Call Waiting
1862065,Ex-Directory Number
1862065,Freetime 100
1862065,GPRS Service
1862065,PBX Pilot Line
1862065,Super 10
1862065,Super Smart
1862065,Super Zero
1862065,Valuetime 300
1862072,Free Stardial Facilities
1862073,Batelco Bolt On Monthly Fees
1862073,Call Waiting
1862073,Ex-Directory Number
1862073,Freetime 100
1862073,GPRS Service
1862073,PBX Pilot Line
1862073,Super 10
1862073,Super Smart
1862073,Super Zero
1862073,Valuetime 300
1862080,Batelco Bolt On Monthly Fees
1862080,Call Waiting
1862080,Ex-Directory Number
1862080,Freetime 100
1862080,GPRS Service
1862080,PBX Pilot Line
1862080,Super 10
1862080,Super Smart
1862080,Super Zero
1862080,Valuetime 300
1862097,Free Stardial Facilities
1862108,Free Stardial Facilities
1862113,Free Stardial Facilities
1862121, Juffair
1862121,BlackBerry ABB2
1862121,Corporate Package
1862121,Free Data 4GB(OLD 2GB)
1862121,Freetime 100
1862121,ISDN Basic Rate Business
1862121,SimSim with GPRS
1862121,Super 10
1862121,Super Smart
1862121,Valuetime
1862124,Batelco Bolt On Monthly Fees
1862124,Call Waiting
1862124,Ex-Directory Number
1862124,Freetime 100
1862124,GPRS Service
1862124,PBX Pilot Line
1862124,Super 10
1862124,Super Smart
1862124,Super Zero
1862124,Valuetime 300
1862129, Salmabad
1862129,Business eFax Line
1862129,Corporate Package
1862129,Free Data 6GB
1862129,Freetime 20
1862129,ISDN-Primary Rate
1862129,Students Mobile Package
1862129,Super 10
1862129,Super Smart
1862129,Valuetime
1862133,Free Stardial Facilities
1862134,3G High Speed DATA Package
1862134,Batelco Bolt On Monthly Fees
1862134,Call Conference
1862134,Call Waiting
1862134,Exchange Line - Sponsor
1862134,Ex-Directory Number
1862134,FREE DATA WITH VOICE 1GB
1862134,Free Stardial Facilities
1862134,Freetime 100
1862134,Freetime 20
1862134,GPRS Service
1862134,Local Leased Circuits
1862134,PBX Pilot Line
1862134,Super 10
1862134,Super Smart
1862134,Super Zero
1862134,Valuetime
1862134,Valuetime 300
1862145,Free Stardial Facilities
1862157, Juffair
1862157,BlackBerry ABB2
1862157,Corporate Package
1862157,Free Data 4GB(OLD 2GB)
1862157,Freetime 100
1862157,ISDN Basic Rate Business
1862157,SimSim with GPRS
1862157,Super 10
1862157,Super Smart
1862157,Valuetime
1862159,Batelco Bolt On Monthly Fees
1862159,Call Waiting
1862159,Ex-Directory Number
1862159,Freetime 100
1862159,GPRS Service
1862159,PBX Pilot Line
1862159,Super 10
1862159,Super Smart
1862159,Super Zero
1862159,Valuetime 300
1862166,Free Stardial Facilities
1862169,Free Stardial Facilities
1862170, Juffair
1862170,BlackBerry ABB2
1862170,Corporate Package
1862170,Free Data 4GB(OLD 2GB)
1862170,Freetime 100
1862170,ISDN Basic Rate Business
1862170,SimSim with GPRS
1862170,Super 10
1862170,Super Smart
1862170,Valuetime
1862195,Free Stardial Facilities
1862201,Batelco Bolt On Monthly Fees
1862201,Call Waiting
1862201,Ex-Directory Number
1862201,Freetime 100
1862201,GPRS Service
1862201,PBX Pilot Line
1862201,Super 10
1862201,Super Smart
1862201,Super Zero
1862201,Valuetime 300
1862206,Free Stardial Facilities
1862212,Batelco Bolt On Monthly Fees
1862212,Call Waiting
1862212,Ex-Directory Number
1862212,Freetime 100
1862212,GPRS Service
1862212,PBX Pilot Line
1862212,Super 10
1862212,Super Smart
1862212,Super Zero
1862212,Valuetime 300
1862226,3G High Speed DATA Package
1862226,Call Conference
1862226,Exchange Line - Sponsor
1862226,FREE DATA WITH VOICE 1GB
1862226,Free Stardial Facilities
1862226,Freetime 20
1862226,Local Leased Circuits
1862226,Super 10
1862226,Super Smart
1862226,Valuetime
1862232,Freetime 100
1862235,Batelco Bolt On Monthly Fees
1862235,Call Waiting
1862235,Ex-Directory Number
1862235,Freetime 100
1862235,GPRS Service
1862235,PBX Pilot Line
1862235,Super 10
1862235,Super Smart
1862235,Super Zero
1862235,Valuetime 300
1862255,Free Stardial Facilities
1862260,Batelco Bolt On Monthly Fees
1862260,Call Waiting
1862260,Ex-Directory Number
1862260,Freetime 100
1862260,GPRS Service
1862260,PBX Pilot Line
1862260,Super 10
1862260,Super Smart
1862260,Super Zero
1862260,Valuetime 300
1862265,Batelco Bolt On Monthly Fees
1862265,Call Waiting
1862265,Ex-Directory Number
1862265,Freetime 100
1862265,GPRS Service
1862265,PBX Pilot Line
1862265,Super 10
1862265,Super Smart
1862265,Super Zero
1862265,Valuetime 300
1862266,Free Stardial Facilities
1862269, Juffair
1862269,BlackBerry ABB2
1862269,Corporate Package
1862269,Free Data 4GB(OLD 2GB)
1862269,Freetime 100
1862269,ISDN Basic Rate Business
1862269,SimSim with GPRS
1862269,Super 10
1862269,Super Smart
1862269,Valuetime
1862289,Free Stardial Facilities
1862300,Batelco Bolt On Monthly Fees
1862300,Call Waiting
1862300,Ex-Directory Number
1862300,Free Stardial Facilities
1862300,Freetime 100
1862300,GPRS Service
1862300,PBX Pilot Line
1862300,Super 10
1862300,Super Smart
1862300,Super Zero
1862300,Valuetime 300
1862334,Free Stardial Facilities
1862336,Batelco Bolt On Monthly Fees
1862336,Call Waiting
1862336,Ex-Directory Number
1862336,Freetime 100
1862336,GPRS Service
1862336,PBX Pilot Line
1862336,Super 10
1862336,Super Smart
1862336,Super Zero
1862336,Valuetime 300
1862341,Free Stardial Facilities
1862346, Juffair
1862346,3G High Speed DATA Package
1862346,BlackBerry ABB2
1862346,Call Conference
1862346,Corporate Package
1862346,Exchange Line - Sponsor
1862346,Free Data 4GB(OLD 2GB)
1862346,FREE DATA WITH VOICE 1GB
1862346,Freetime 100
1862346,Freetime 20
1862346,ISDN Basic Rate Business
1862346,Local Leased Circuits
1862346,SimSim-GPRS_MMS -4G
1862346,Super 10
1862346,Super Smart
1862346,Valuetime
1862353,Batelco Bolt On Monthly Fees
1862353,Call Waiting
1862353,Ex-Directory Number
1862353,Freetime 100
1862353,GPRS Service
1862353,PBX Pilot Line
1862353,Super 10
1862353,Super Smart
1862353,Super Zero
1862353,Valuetime 300
1862359,Batelco Bolt On Monthly Fees
1862359,Call Waiting
1862359,Ex-Directory Number
1862359,Free Stardial Facilities
1862359,Freetime 100
1862359,GPRS Service
1862359,PBX Pilot Line
1862359,Super 10
1862359,Super Smart
1862359,Super Zero
1862359,Valuetime 300
1862363,Batelco Bolt On Monthly Fees
1862363,Call Waiting
1862363,Ex-Directory Number
1862363,Freetime 100
1862363,GPRS Service
1862363,PBX Pilot Line
1862363,Super 10
1862363,Super Smart
1862363,Super Zero
1862363,Valuetime 300
1862369,Free Stardial Facilities
1862371,Free Stardial Facilities
1862376, Juffair
1862376,3G High Speed DATA Package
1862376,BlackBerry ABB2
1862376,Call Conference
1862376,Corporate Package
1862376,Exchange Line - Sponsor
1862376,Free Data 4GB(OLD 2GB)
1862376,FREE DATA WITH VOICE 1GB
1862376,Freetime 100
1862376,Freetime 20
1862376,ISDN Basic Rate Business
1862376,Local Leased Circuits
1862376,Smart 30
1862376,Super 10
1862376,Super Smart
1862376,Valuetime
1862380, Juffair
1862380,BlackBerry ABB2
1862380,Corporate Package
1862380,Free Data 4GB(OLD 2GB)
1862380,Freetime 100
1862380,ISDN Basic Rate Business
1862380,SMS 100 bolt-on Monthly fee
1862380,Super 10
1862380,Super Smart
1862380,Valuetime
1862383, Juffair
1862383,Batelco Bolt On Monthly Fees
1862383,BlackBerry ABB2
1862383,Call Waiting
1862383,Corporate Package
1862383,Ex-Directory Number
1862383,Free Data 4GB(OLD 2GB)
1862383,Freetime 100
1862383,GPRS Service
1862383,ISDN Basic Rate Business
1862383,PBX Pilot Line
1862383,SMS 100 bolt-on Monthly fee
1862383,Super 10
1862383,Super Smart
1862383,Super Zero
1862383,Valuetime
1862383,Valuetime 300
1862390,Free Stardial Facilities
1862394,3G High Speed DATA Package
1862394,Batelco Bolt On Monthly Fees
1862394,Call Conference
1862394,Call Waiting
1862394,Exchange Line - Sponsor
1862394,Ex-Directory Number
1862394,FREE DATA WITH VOICE 1GB
1862394,Freetime 100
1862394,Freetime 20
1862394,GPRS Service
1862394,Local Leased Circuits
1862394,PBX Pilot Line
1862394,Super 10
1862394,Super Smart
1862394,Super Zero
1862394,Valuetime
1862394,Valuetime 300
1862407, Juffair
1862407,BlackBerry ABB2
1862407,Corporate Package
1862407,Free Data 4GB(OLD 2GB)
1862407,Freetime 100
1862407,ISDN Basic Rate Business
1862407,SMS 100 bolt-on Monthly fee
1862407,Super 10
1862407,Super Smart
1862407,Valuetime
1862409,Freetime 100
1862412, Juffair
1862412,BlackBerry ABB2
1862412,Corporate Package
1862412,Free Data 4GB(OLD 2GB)
1862412,Freetime 100
1862412,ISDN Basic Rate Business
1862412,SMS 250 bolt-on Monthly fee
1862412,Super 10
1862412,Super Smart
1862412,Valuetime
1862417,Batelco Bolt On Monthly Fees
1862417,Call Waiting
1862417,Ex-Directory Number
1862417,Freetime 100
1862417,GPRS Service
1862417,PBX Pilot Line
1862417,Super 10
1862417,Super Smart
1862417,Super Zero
1862417,Valuetime 300
1862419,Free Stardial Facilities
1862433,Batelco Bolt On Monthly Fees
1862433,Call Waiting
1862433,Ex-Directory Number
1862433,Freetime 100
1862433,GPRS Service
1862433,PBX Pilot Line
1862433,Super 10
1862433,Super Smart
1862433,Super Zero
1862433,Valuetime 300
1862435,Free Stardial Facilities
1862438, Salmabad
1862438,Batelco Bolt On Monthly Fees
1862438,Business eFax Line
1862438,Call Waiting
1862438,Corporate Package
1862438,Ex-Directory Number
1862438,Free Data 6GB
1862438,Freetime 100
1862438,Freetime 20
1862438,GPRS Service
1862438,ISDN-Primary Rate
1862438,PBX Pilot Line
1862438,Students Mobile Package
1862438,Super 10
1862438,Super Smart
1862438,Super Zero
1862438,Valuetime
1862438,Valuetime 300
1862440, Juffair
1862440,BlackBerry ABB2
1862440,Corporate Package
1862440,Free Data 4GB(OLD 2GB)
1862440,Freetime 100
1862440,ISDN Basic Rate Business
1862440,SMS 250 bolt-on Monthly fee
1862440,Super 10
1862440,Super Smart
1862440,Valuetime
1862448,"BATELCO FREE DATA - 4GB	"
1862448,Call Waiting
1862448,Ex-Directory Number
1862448,Free Stardial Facilities
1862448,Freetime 100
1862448,GPRS Service
1862448,PBX Pilot Line
1862448,Super 10
1862448,Super Smart
1862448,Super Zero
1862448,Valuetime 300
1862454,Free Stardial Facilities
1862469,"BATELCO FREE DATA - 4GB	"
1862469,Call Waiting
1862469,Ex-Directory Number
1862469,Freetime 100
1862469,GPRS Service
1862469,PBX Pilot Line
1862469,Super 10
1862469,Super Smart
1862469,Super Zero
1862469,Valuetime 300
1862471,"BATELCO FREE DATA - 4GB	"
1862471,Call Waiting
1862471,Ex-Directory Number
1862471,Freetime 100
1862471,GPRS Service
1862471,PBX Pilot Line
1862471,Super 10
1862471,Super Smart
1862471,Super Zero
1862471,Valuetime 300
1862480,3G High Speed DATA Package
1862480,Call Conference
1862480,Exchange Line - Sponsor
1862480,FREE DATA WITH VOICE 1GB
1862480,Freetime 20
1862480,Local Leased Circuits
1862480,Super 10
1862480,Super Smart
1862480,Valuetime
1862483,"BATELCO FREE DATA - 4GB	"
1862483,Call Waiting
1862483,Ex-Directory Number
1862483,Freetime 100
1862483,GPRS Service
1862483,PBX Pilot Line
1862483,Super 10
1862483,Super Smart
1862483,Super Zero
1862483,Valuetime 300
1862498, Isa Town
1862498,BlackBerry ABB
1862498,CLIP
1862498,Free Data 4GB
1862498,Free Stardial Facilities
1862498,Freetime 100
1862498,GPRS Service
1862498,SimSim
1862498,Super 10
1862498,Super Smart
1862498,Valuetime
1862498,VMS
1862502,Freetime 100
1862503,"BATELCO FREE DATA - 4GB	"
1862503,Call Waiting
1862503,Ex-Directory Number
1862503,Free Stardial Facilities
1862503,Freetime 100
1862503,GPRS Service
1862503,PBX Pilot Line
1862503,Super 10
1862503,Super Smart
1862503,Super Zero
1862503,Valuetime 300
1862511,"BATELCO FREE DATA - 4GB	"
1862511,Call Waiting
1862511,Ex-Directory Number
1862511,Freetime 100
1862511,GPRS Service
1862511,PBX Pilot Line
1862511,Super 10
1862511,Super Smart
1862511,Super Zero
1862511,Valuetime 300
1862516,"BATELCO FREE DATA - 4GB	"
1862516,Call Waiting
1862516,Ex-Directory Number
1862516,Freetime 100
1862516,GPRS Service
1862516,PBX Pilot Line
1862516,Super 10
1862516,Super Smart
1862516,Super Zero
1862516,Valuetime 300
1862522,Free Stardial Facilities
1862529,Free Stardial Facilities
1862535,"BATELCO FREE DATA - 4GB	"
1862535,Call Waiting
1862535,Ex-Directory Number
1862535,Freetime 100
1862535,GPRS Service
1862535,PBX Pilot Line
1862535,Super 10
1862535,Super Smart
1862535,Super Zero
1862535,Valuetime 300
1862541,"BATELCO FREE DATA - 4GB	"
1862541,Call Waiting
1862541,Ex-Directory Number
1862541,Freetime 100
1862541,GPRS Service
1862541,PBX Pilot Line
1862541,Super 10
1862541,Super Smart
1862541,Super Zero
1862541,Valuetime 300
1862546,Free Stardial Facilities
1862547,3G High Speed DATA Package
1862547,Call Conference
1862547,Exchange Line - Sponsor
1862547,FREE DATA WITH VOICE 3GB
1862547,Free Stardial Facilities
1862547,Freetime 20
1862547,Local Leased Circuits
1862547,Super 10
1862547,Super Smart
1862547,Valuetime
1862565,"BATELCO FREE DATA - 4GB	"
1862565,Call Waiting
1862565,Ex-Directory Number
1862565,Freetime 100
1862565,GPRS Service
1862565,PBX Pilot Line
1862565,Super 10
1862565,Super Smart
1862565,Super Zero
1862565,Valuetime 300
1862596,3G High Speed DATA Package
1862596,Call Conference
1862596,Exchange Line - Sponsor
1862596,FREE DATA WITH VOICE 3GB
1862596,Freetime 20
1862596,Local Leased Circuits
1862596,Super 10
1862596,Super Smart
1862596,Valuetime
1862598,"BATELCO FREE DATA - 4GB	"
1862598,Call Waiting
1862598,Ex-Directory Number
1862598,Freetime 100
1862598,GPRS Service
1862598,PBX Pilot Line
1862598,Super 10
1862598,Super Smart
1862598,Super Zero
1862598,Valuetime 300
1862629,3G High Speed DATA Package
1862629,Call Conference
1862629,Exchange Line - Sponsor
1862629,FREE DATA WITH VOICE 3GB
1862629,Freetime 20
1862629,Local Leased Circuits
1862629,Super 10
1862629,Super Smart
1862629,Valuetime
1862685, Juffair
1862685,BlackBerry ABB2
1862685,Corporate Package
1862685,Free Data 4GB(OLD 2GB)
1862685,Freetime 100
1862685,ISDN Basic Rate Business
1862685,SMS 450 bolt-on Monthly fee
1862685,Super 10
1862685,Super Smart
1862685,Valuetime
1862736, Juffair
1862736,BlackBerry ABB2
1862736,Corporate Package
1862736,Free Data 4GB(OLD 2GB)
1862736,Freetime 100
1862736,ISDN Basic Rate Business
1862736,SMS 450 bolt-on Monthly fee
1862736,Super 10
1862736,Super Smart
1862736,Valuetime
1862800,3G High Speed DATA Package
1862800,Call Conference
1862800,Exchange Line - Sponsor
1862800,FREE DATA WITH VOICE 3GB
1862800,Freetime 20
1862800,Local Leased Circuits
1862800,Super 10
1862800,Super Smart
1862800,Valuetime
1862856,"BATELCO FREE DATA - 4GB	"
1862856,Call Waiting
1862856,Ex-Directory Number
1862856,Freetime 100
1862856,GPRS Service
1862856,PBX Pilot Line
1862856,Super 10
1862856,Super Smart
1862856,Super Zero
1862856,Valuetime 300
1862871,3G High Speed DATA Package
1862871,"BATELCO FREE DATA - 4GB	"
1862871,Call Conference
1862871,Call Waiting
1862871,Exchange Line - Sponsor
1862871,Ex-Directory Number
1862871,FREE DATA WITH VOICE 3GB
1862871,Freetime 100
1862871,Freetime 20
1862871,GPRS Service
1862871,Local Leased Circuits
1862871,PBX Pilot Line
1862871,Super 10
1862871,Super Smart
1862871,Super Zero
1862871,Valuetime
1862871,Valuetime 300
1862882, Salmabad
1862882,Business eFax Line
1862882,Corporate Package
1862882,Free Data 6GB
1862882,Freetime 20
1862882,ISDN-Primary Rate
1862882,Students Mobile Package
1862882,Super 10
1862882,Super Smart
1862882,Valuetime
1862888,3G High Speed DATA Package
1862888,Call Conference
1862888,Exchange Line - Sponsor
1862888,FREE DATA WITH VOICE 3GB
1862888,Freetime 20
1862888,Local Leased Circuits
1862888,Super 10
1862888,Super Smart
1862888,Valuetime
1862892, Juffair
1862892,BlackBerry ABB2
1862892,Corporate Package
1862892,Free Data 4GB(OLD 2GB)
1862892,Freetime 100
1862892,ISDN Basic Rate Business
1862892,SMS 450 bolt-on Monthly fee
1862892,Super 10
1862892,Super Smart
1862892,Valuetime
1862911,3G High Speed DATA Package
1862911,Call Conference
1862911,Exchange Line - Sponsor
1862911,FREE DATA WITH VOICE 3GB
1862911,Freetime 20
1862911,Local Leased Circuits
1862911,Super 10
1862911,Super Smart
1862911,Valuetime
1862915,3G High Speed DATA Package
1862915,Call Conference
1862915,Exchange Line - Sponsor
1862915,FREE DATA WITH VOICE 3GB
1862915,Freetime 20
1862915,Local Leased Circuits
1862915,Super 10
1862915,Super Smart
1862915,Valuetime
1862935,"BATELCO FREE DATA - 4GB	"
1862935,Call Waiting
1862935,Ex-Directory Number
1862935,Freetime 100
1862935,GPRS Service
1862935,PBX Pilot Line
1862935,Super 10
1862935,Super Smart
1862935,Super Zero
1862935,Valuetime 300
1862937,"BATELCO FREE DATA - 4GB	"
1862937,Call Waiting
1862937,Ex-Directory Number
1862937,Freetime 100
1862937,GPRS Service
1862937,PBX Pilot Line
1862937,Super 10
1862937,Super Smart
1862937,Super Zero
1862937,Valuetime 300
1862960, Salmabad
1862960,Business eFax Line
1862960,Corporate Package
1862960,Free Data 6GB
1862960,Freetime 20
1862960,ISDN-Primary Rate
1862960,Students Mobile Package
1862960,Super 10
1862960,Super Smart
1862960,Valuetime
1862961,"BATELCO FREE DATA - 4GB	"
1862961,Call Waiting
1862961,Ex-Directory Number
1862961,Freetime 100
1862961,GPRS Service
1862961,PBX Pilot Line
1862961,Super 10
1862961,Super Smart
1862961,Super Zero
1862961,Valuetime 300
1863031,3G High Speed DATA Package
1863031,Call Conference
1863031,Exchange Line - Sponsor
1863031,FREE DATA WITH VOICE 3GB
1863031,Freetime 20
1863031,Local Leased Circuits
1863031,Super 10
1863031,Super Smart
1863031,Valuetime
1863101,"BATELCO FREE DATA - 4GB	"
1863101,Call Waiting
1863101,Ex-Directory Number
1863101,Freetime 100
1863101,GPRS Service
1863101,PBX Pilot Line
1863101,Super 10
1863101,Super Smart
1863101,Super Zero
1863101,Valuetime 300
1863124,"BATELCO FREE DATA - 4GB	"
1863124,Call Waiting
1863124,Ex-Directory Number
1863124,Freetime 100
1863124,GPRS Service
1863124,PBX Pilot Line
1863124,Super 10
1863124,Super Smart
1863124,Super Zero
1863124,Valuetime 300
1863134,"BATELCO FREE DATA - 4GB	"
1863134,Call Waiting
1863134,Ex-Directory Number
1863134,Freetime 100
1863134,GPRS Service
1863134,PBX Pilot Line
1863134,Super 10
1863134,Super Smart
1863134,Super Zero
1863134,Valuetime 300
1863161,Freetime 100
1863179,"BATELCO FREE DATA - 4GB	"
1863179,Call Waiting
1863179,Ex-Directory Number
1863179,Freetime 100
1863179,GPRS Service
1863179,PBX Pilot Line
1863179,Super 10
1863179,Super Smart
1863179,Super Zero
1863179,Valuetime 300
1863185,Freetime 100
1863195,"BATELCO FREE DATA - 4GB	"
1863195,Call Waiting
1863195,Ex-Directory Number
1863195,Freetime 100
1863195,GPRS Service
1863195,PBX Pilot Line
1863195,Super 10
1863195,Super Smart
1863195,Super Zero
1863195,Valuetime 300
1863203, Juffair
1863203,BlackBerry ABB2
1863203,Corporate Package
1863203,Free Data 4GB(OLD 2GB)
1863203,Freetime 100
1863203,ISDN Basic Rate Business
1863203,SMS 450 bolt-on Monthly fee
1863203,Super 10
1863203,Super Smart
1863203,Valuetime
1863255, Juffair
